1399
1120
700
930
1150
1247
1255
1350
1145
1385
750
799
895
925
1140
1225
749
977
1020
961
1260
1246
1290
964
1150
1600
1350
1095
1150
749
995
964
850
1449
1474
1434
1434
1099
865
1099
